Nangandao	Nangandao	China	Henan	CHN
Xiangyang	Xiangyang	China	Hubei	CHN
Philadelphia	Philadelphia	United States	Pennsylvania	USA
Giza	Giza	Egypt	Al Jīzah	EGY
Lu’an	Lu'an	China	Anhui	CHN
Zhaotong	Zhaotong	China	Yunnan	CHN
Yichun	Yichun	China	Jiangxi	CHN
Dezhou	Dezhou	China	Shandong	CHN
Nairobi	Nairobi	Kenya	Nairobi City	KEN
Nanchang	Nanchang	China	Jiangxi	CHN
Tai’an	Tai'an	China	Shandong	CHN
Dazhou	Dazhou	China	Sichuan	CHN
Houston	Houston	United States	Texas	USA
Guadalajara	Guadalajara	Mexico	Jalisco	MEX
Yongzhou	Yongzhou	China	Hunan	CHN
Atlanta	Atlanta	United States	Georgia	USA
Rangoon	Rangoon	Myanmar	Yangon	MMR
Toronto	Toronto	Canada	Ontario	CAN
Suihua	Suihua	China	Heilongjiang	CHN
Saint Petersburg	Saint Petersburg	Russia	Sankt-Peterburg	RUS
Washington	Washington	United States	District of Columbia	USA
Qiqihar	Qiqihar	China	Heilongjiang	CHN
Suzhou	Suzhou	China	Anhui	CHN
Shantou	Shantou	China	Guangdong	CHN
Weinan	Weinan	China	Shaanxi	CHN
Changzhou	Changzhou	China	Jiangsu	CHN
Singapore	Singapore	Singapore	Central Singapore	SGP
Fuzhou	Fuzhou	China	Fujian	CHN
Pudong	Pudong	China	Shanghai	CHN
Belo Horizonte	Belo Horizonte	Brazil	Minas Gerais	BRA
Zhangzhou	Zhangzhou	China	Fujian	CHN
Yuncheng	Yuncheng	China	Shanxi	CHN
Suzhou	Suzhou	China	Jiangsu	CHN
Xianyang	Xianyang	China	Shaanxi	CHN
Guilin	Guilin	China	Guangxi	CHN
Taizhou	Taizhou	China	Jiangsu	CHN
Abidjan	Abidjan	Côte d'Ivoire	Abidjan	CIV
Huaihua	Huaihua	China	Hunan	CHN
Ji’an	Ji'an	China	Jiangxi	CHN
Xiaoganzhan	Xiaoganzhan	China	Hubei	CHN
Pingdingshan	Pingdingshan	China	Henan	CHN
Jiujiang	Jiujiang	China	Jiangxi	CHN
Sūrat	Surat	India	Gujarāt	IND
Guiyang	Guiyang	China	Guizhou	CHN
Alexandria	Alexandria	Egypt	Al Iskandarīyah	EGY
Bozhou	Bozhou	China	Anhui	CHN
Sydney	Sydney	Australia	New South Wales	AUS
Huizhou	Huizhou	China	Guangdong	CHN
Huai’an	Huai'an	China	Jiangsu	CHN
Chenzhou	Chenzhou	China	Hunan	CHN
Barcelona	Barcelona	Spain	Catalonia	ESP
Anqing	Anqing	China	Anhui	CHN
Suqian	Suqian	China	Jiangsu	CHN
Boston	Boston	United States	Massachusetts	USA
Jiangmen	Jiangmen	China	Guangdong	CHN
Mianyang	Mianyang	China	Sichuan	CHN
Harbin	Harbin	China	Heilongjiang	CHN
Huanglongsi	Huanglongsi	China	Henan	CHN
Melbourne	Melbourne	Australia	Victoria	AUS
Zibo	Zibo	China	Shandong	CHN
Dalian	Dalian	China	Liaoning	CHN
Hengshui	Hengshui	China	Hebei	CHN
Yibin	Yibin	China	Sichuan	CHN
Yangzhou	Yangzhou	China	Jiangsu	CHN
Timbío	Timbio	Colombia	Cauca	COL
Johannesburg	Johannesburg	South Africa	Gauteng	ZAF
Yiyang	Yiyang	China	Hunan	CHN
Guigang	Guigang	China	Guangxi	CHN
Xinpu	Xinpu	China	Jiangsu	CHN
Meizhou	Meizhou	China	Guangdong	CHN
Casablanca	Casablanca	Morocco	Casablanca-Settat	MAR
Langfang	Langfang	China	Hebei	CHN
Zhangjiakou	Zhangjiakou	China	Hebei	CHN
Chifeng	Chifeng	China	Inner Mongolia	CHN
Linfen	Linfen	China	Shanxi	CHN
Jiangguanchi	Jiangguanchi	China	Henan	CHN
Kabul	Kabul	Afghanistan	Kābul	AFG
Phoenix	Phoenix	United States	Arizona	USA
Luzhou	Luzhou	China	Sichuan	CHN
Taiyuan	Taiyuan	China	Shanxi	CHN
Zhaoqing	Zhaoqing	China	Guangdong	CHN
Xiaoxita	Xiaoxita	China	Hubei	CHN
Xiamen	Xiamen	China	Fujian	CHN
Fuzhou	Fuzhou	China	Jiangxi	CHN
Liuzhou	Liuzhou	China	Guangxi	CHN
Zhuzhou	Zhuzhou	China	Hunan	CHN
Amman	Amman	Jordan	Al ‘Āşimah	JOR
Jeddah	Jeddah	Saudi Arabia	Makkah al Mukarramah	SAU
Chuzhou	Chuzhou	China	Anhui	CHN
Loudi	Loudi	China	Hunan	CHN
Deyang	Deyang	China	Sichuan	CHN
Qingyuan	Qingyuan	China	Guangdong	CHN
Kano	Kano	Nigeria	Kano	NGA
Wuhu	Wuhu	China	Anhui	CHN
Seattle	Seattle	United States	Washington	USA
Yokohama	Yokohama	Japan	Kanagawa	JPN
Binzhou	Binzhou	China	Shandong	CHN
Baojishi	Baojishi	China	Shaanxi	CHN
Zaozhuang	Zaozhuang	China	Shandong	CHN
Neijiang	Neijiang	China	Sichuan	CHN
Baicheng	Baicheng	China	Guangxi	CHN
Berlin	Berlin	Germany	Berlin	DEU
Anshan	Anshan	China	Liaoning	CHN
Lanzhou	Lanzhou	China	Gansu	CHN
Puyang	Puyang	China	Henan	CHN
San Francisco	San Francisco	United States	California	USA
Jiaozuo	Jiaozuo	China	Henan	CHN
Hechi	Hechi	China	Guangxi	CHN
Montréal	Montreal	Canada	Quebec	CAN
Detroit	Detroit	United States	Michigan	USA
Chengde	Chengde	China	Hebei	CHN
Busan	Busan	South Korea	Busan	KOR
Algiers	Algiers	Algeria	Alger	DZA
Hanzhong	Hanzhong	China	Shaanxi	CHN
Shiyan	Shiyan	China	Hubei	CHN
Lucknow	Lucknow	India	Uttar Pradesh	IND
Siping	Siping	China	Jilin	CHN
Yulinshi	Yulinshi	China	Shaanxi	CHN
Changzhi	Changzhi	China	Shanxi	CHN
Qinzhou	Qinzhou	China	Guangxi	CHN
Bazhou	Bazhou	China	Sichuan	CHN
Qincheng	Qincheng	China	Gansu	CHN
Zhongshan	Zhongshan	China	Guangdong	CHN
Suining	Suining	China	Sichuan	CHN
Leshan	Leshan	China	Sichuan	CHN
San Diego	San Diego	United States	California	USA
Faisalabad	Faisalabad	Pakistan	Punjab	PAK
Guang’an	Guang'an	China	Sichuan	CHN
Tongren	Tongren	China	Guizhou	CHN
Bengbu	Bengbu	China	Anhui	CHN
Santa Cruz	Santa Cruz	Bolivia	Santa Cruz	BOL
Qinhuangdao	Qinhuangdao	China	Hebei	CHN
Tongliao	Tongliao	China	Inner Mongolia	CHN
Jinzhou	Jinzhou	China	Liaoning	CHN
Zhenjiang	Zhenjiang	China	Jiangsu	CHN
Ürümqi	Urumqi	China	Xinjiang	CHN
Heyuan	Heyuan	China	Guangdong	CHN
Jaipur	Jaipur	India	Rājasthān	IND
Xinzhou	Xinzhou	China	Shanxi	CHN
Wuzhou	Wuzhou	China	Guangxi	CHN
Addis Ababa	Addis Ababa	Ethiopia	Ādīs Ābeba	ETH
Chaoyang	Chaoyang	China	Liaoning	CHN
Brasília	Brasilia	Brazil	Distrito Federal	BRA
Mashhad	Mashhad	Iran	Khorāsān-e Raẕavī	IRN
Shaoguan	Shaoguan	China	Guangdong	CHN
Kuwait City	Kuwait City	Kuwait	Al ‘Āşimah	KWT
Shanwei	Shanwei	China	Guangdong	CHN
Quezon City	Quezon City	Philippines	Quezon	PHL
Minneapolis	Minneapolis	United States	Minnesota	USA
Kyiv	Kyiv	Ukraine	Kyyiv, Misto	UKR
Sanaa	Sanaa	Yemen	Amānat al ‘Āşimah	YEM
Meishan	Meishan	China	Sichuan	CHN
Guatemala City	Guatemala City	Guatemala	Guatemala	GTM
Incheon	Incheon	South Korea	Incheon	KOR
Ningde	Ningde	China	Fujian	CHN
Tampa	Tampa	United States	Florida	USA
Daqing	Daqing	China	Heilongjiang	CHN
Putian	Putian	China	Fujian	CHN
Bandung	Bandung	Indonesia	Jawa Barat	IDN
Surabaya	Surabaya	Indonesia	Jawa Timur	IDN
Salvador	Salvador	Brazil	Bahia	BRA
Denver	Denver	United States	Colorado	USA
Rome	Rome	Italy	Lazio	ITA
La Paz	La Paz	Bolivia	La Paz	BOL
Hohhot	Hohhot	China	Inner Mongolia	CHN
Xiangtan	Xiangtan	China	Hunan	CHN
Pyongyang	Pyongyang	North Korea	P’yŏngyang	PRK
Taichung	Taichung	Taiwan	Taichung	TWN
Weihai	Weihai	China	Shandong	CHN
Rizhao	Rizhao	China	Shandong	CHN
Mudanjiang	Mudanjiang	China	Heilongjiang	CHN
Kaohsiung	Kaohsiung	Taiwan	Kaohsiung	TWN
Guayaquil	Guayaquil	Ecuador	Guayas	ECU
Tieling	Tieling	China	Liaoning	CHN
Cawnpore	Cawnpore	India	Uttar Pradesh	IND
Dingxi	Dingxi	China	Gansu	CHN
Taipei	Taipei	Taiwan	Taipei	TWN
Nanping	Nanping	China	Fujian	CHN
Zigong	Zigong	China	Sichuan	CHN
Chaozhou	Chaozhou	China	Guangdong	CHN
Baotou	Baotou	China	Inner Mongolia	CHN
Gulou	Gulou	China	Fujian	CHN
Longyan	Longyan	China	Fujian	CHN
Ankang	Ankang	China	Shaanxi	CHN
Baoshan	Baoshan	China	Yunnan	CHN
Huludao	Huludao	China	Liaoning	CHN
Antananarivo	Antananarivo	Madagascar	Antananarivo	MDG
Yanjiang	Yanjiang	China	Sichuan	CHN
Chattogram	Chattogram	Bangladesh	Chittagong	BGD
Santo Domingo	Santo Domingo	Dominican Republic	Ozama	DOM
Sanming	Sanming	China	Fujian	CHN
Longba	Longba	China	Gansu	CHN
Brooklyn	Brooklyn	United States	New York	USA
Yangjiang	Yangjiang	China	Guangdong	CHN
Jiamusi	Jiamusi	China	Heilongjiang	CHN
Ibadan	Ibadan	Nigeria	Oyo	NGA
Luohe	Luohe	China	Henan	CHN
Lincang	Lincang	China	Yunnan	CHN
Medellín	Medellin	Colombia	Antioquia	COL
Xuanzhou	Xuanzhou	China	Anhui	CHN
Yunfu	Yunfu	China	Guangdong	CHN
Dubai	Dubai	United Arab Emirates	Dubayy	ARE
Mirzāpur	Mirzapur	India	Uttar Pradesh	IND
Tashkent	Tashkent	Uzbekistan	Toshkent	UZB
Guangyuan	Guangyuan	China	Sichuan	CHN
Cali	Cali	Colombia	Valle del Cauca	COL
Huangshi	Huangshi	China	Hubei	CHN
Ouagadougou	Ouagadougou	Burkina Faso	Centre	BFA
Daegu	Daegu	South Korea	Daegu	KOR
Fortaleza	Fortaleza	Brazil	Ceará	BRA
Yaoundé	Yaounde	Cameroon	Centre	CMR
Douala	Douala	Cameroon	Littoral	CMR
Jilin	Jilin	China	Jilin	CHN
Dandong	Dandong	China	Liaoning	CHN
Lianshan	Lianshan	China	Liaoning	CHN
Yingkou	Yingkou	China	Liaoning	CHN
Nāgpur	Nagpur	India	Mahārāshtra	IND
Omdurman	Omdurman	Sudan	Khartoum	SDN
Bekasi	Bekasi	Indonesia	Jawa Barat	IDN
Ghāziābād	Ghaziabad	India	Uttar Pradesh	IND
Yuxi	Yuxi	China	Yunnan	CHN
Brisbane	Brisbane	Australia	Queensland	AUS
Anshun	Anshun	China	Guizhou	CHN
Depok	Depok	Indonesia	Jawa Barat	IDN
Shangzhou	Shangzhou	China	Shaanxi	CHN
Huainan	Huainan	China	Anhui	CHN
Kuaidamao	Kuaidamao	China	Jilin	CHN
Accra	Accra	Ghana	Greater Accra	GHA
Fukuoka	Fukuoka	Japan	Fukuoka	JPN
Jincheng	Jincheng	China	Shanxi	CHN
Vancouver	Vancouver	Canada	British Columbia	CAN
Tangerang	Tangerang	Indonesia	Jawa Barat	IDN
Sanmenxia	Sanmenxia	China	Henan	CHN
Laibin	Laibin	China	Guangxi	CHN
Queens	Queens	United States	New York	USA
Qinbaling	Qinbaling	China	Gansu	CHN
Xining	Xining	China	Qinghai	CHN
Ma’anshan	Ma'anshan	China	Anhui	CHN
Yan’an	Yan'an	China	Shaanxi	CHN
Baku	Baku	Azerbaijan	Bakı	AZE
Gaoping	Gaoping	China	Sichuan	CHN
Harare	Harare	Zimbabwe	Harare	ZWE
Havana	Havana	Cuba	La Habana	CUB
Phnom Penh	Phnom Penh	Cambodia	Phnom Penh	KHM
Ningbo	Ningbo	China	Zhejiang	CHN
Mogadishu	Mogadishu	Somalia	Banaadir	SOM
Puning	Puning	China	Guangdong	CHN
Medan	Medan	Indonesia	Sumatera Utara	IDN
Huaibei	Huaibei	China	Anhui	CHN
Qingyang	Qingyang	China	Fujian	CHN
Riverside	Riverside	United States	California	USA
Baltimore	Baltimore	United States	Maryland	USA
Haiphong	Haiphong	Vietnam	Hải Phòng	VNM
Las Vegas	Las Vegas	United States	Nevada	USA
Chongzuo	Chongzuo	China	Guangxi	CHN
Rawalpindi	Rawalpindi	Pakistan	Punjab	PAK
Kumasi	Kumasi	Ghana	Ashanti	GHA
Portland	Portland	United States	Oregon	USA
Vadodara	Vadodara	India	Gujarāt	IND
Hezhou	Hezhou	China	Guangxi	CHN
Pingliang	Pingliang	China	Gansu	CHN
San Antonio	San Antonio	United States	Texas	USA
Perth	Perth	Australia	Western Australia	AUS
Vishākhapatnam	Vishakhapatnam	India	Andhra Pradesh	IND
Shengli	Shengli	China	Shandong	CHN
Gujranwala	Gujranwala	Pakistan	Punjab	PAK
Baicheng	Baicheng	China	Jilin	CHN
Fushun	Fushun	China	Liaoning	CHN
St. Louis	St. Louis	United States	Missouri	USA
Bamako	Bamako	Mali	Bamako	MLI
Quito	Quito	Ecuador	Pichincha	ECU
Minsk	Minsk	Belarus	Minsk	BLR
Indore	Indore	India	Madhya Pradesh	IND
Yinchuan	Yinchuan	China	Ningxia	CHN
Kananga	Kananga	Congo (Kinshasa)	Kasaï Central	COD
Peshawar	Peshawar	Pakistan	Khyber Pakhtunkhwa	PAK
Sapporo	Sapporo	Japan	Hokkaidō	JPN
Eşfahān	Esfahan	Iran	Eşfahān	IRN
Caracas	Caracas	Venezuela	Distrito Capital	VEN
Pingxiang	Pingxiang	China	Jiangxi	CHN
Aleppo	Aleppo	Syria	Ḩalab	SYR
Tijuana	Tijuana	Mexico	Baja California	MEX
Almaty	Almaty	Kazakhstan	Almaty	KAZ
Vienna	Vienna	Austria	Wien	AUT
Thāne	Thane	India	Mahārāshtra	IND
Sacramento	Sacramento	United States	California	USA
Blantyre	Blantyre	Malawi	Blantyre	MWI
Tainan	Tainan	Taiwan	Tainan	TWN
Zhuhai	Zhuhai	China	Guangdong	CHN
Bucharest	Bucharest	Romania	Bucureşti	ROU
Curitiba	Curitiba	Brazil	Paraná	BRA
Multan	Multan	Pakistan	Punjab	PAK
Xiping	Xiping	China	Shanxi	CHN
Ecatepec	Ecatepec	Mexico	México	MEX
Jixi	Jixi	China	Heilongjiang	CHN
Saidu Sharif	Saidu Sharif	Pakistan	Khyber Pakhtunkhwa	PAK
Liaoyang	Liaoyang	China	Liaoning	CHN
Hamburg	Hamburg	Germany	Hamburg	DEU
Meru	Meru	Kenya	Meru	KEN
Brazzaville	Brazzaville	Congo (Brazzaville)	Brazzaville	COG
Orlando	Orlando	United States	Florida	USA
Fuxin	Fuxin	China	Liaoning	CHN
Wuwei	Wuwei	China	Gansu	CHN
Manaus	Manaus	Brazil	Amazonas	BRA
Bhopāl	Bhopal	India	Madhya Pradesh	IND
San Jose	San Jose	United States	California	USA
Warsaw	Warsaw	Poland	Mazowieckie	POL
Lubumbashi	Lubumbashi	Congo (Kinshasa)	Haut-Katanga	COD
Davao	Davao	Philippines	Davao	PHL
Haikou	Haikou	China	Hainan	CHN
Damascus	Damascus	Syria	Dimashq	SYR
Shuyangzha	Shuyangzha	China	Jiangsu	CHN
Brussels	Brussels	Belgium	Brussels-Capital Region	BEL
Lusaka	Lusaka	Zambia	Lusaka	ZMB
Hyderabad City	Hyderabad City	Pakistan	Sindh	PAK
Budapest	Budapest	Hungary	Budapest	HUN
Shuozhou	Shuozhou	China	Shanxi	CHN
Cleveland	Cleveland	United States	Ohio	USA
Benxi	Benxi	China	Liaoning	CHN
Baiyin	Baiyin	China	Gansu	CHN
Pittsburgh	Pittsburgh	United States	Pennsylvania	USA
Patna	Patna	India	Bihār	IND
Mosul	Mosul	Iraq	Nīnawá	IRQ
Caloocan City	Caloocan City	Philippines	Caloocan	PHL
Austin	Austin	United States	Texas	USA
Sanzhou	Sanzhou	China	Chongqing	CHN
Beihai	Beihai	China	Guangxi	CHN
Mecca	Mecca	Saudi Arabia	Makkah al Mukarramah	SAU
Heihe	Heihe	China	Heilongjiang	CHN
Jingdezhen	Jingdezhen	China	Jiangxi	CHN
Conakry	Conakry	Guinea	Conakry	GIN
Kampala	Kampala	Uganda	Kampala	UGA
Cincinnati	Cincinnati	United States	Ohio	USA
Recife	Recife	Brazil	Pernambuco	BRA
Yushan	Yushan	China	Jiangsu	CHN
Zhongli	Zhongli	Taiwan	Taoyuan	TWN
Kansas City	Kansas City	United States	Missouri	USA
Manhattan	Manhattan	United States	New York	USA
Bilāspur	Bilaspur	India	Chhattīsgarh	IND
Semarang	Semarang	Indonesia	Jawa Tengah	IDN
Ludhiāna	Ludhiana	India	Punjab	IND
Novosibirsk	Novosibirsk	Russia	Novosibirskaya Oblast’	RUS
Chengtangcun	Chengtangcun	China	Shandong	CHN
Āgra	Agra	India	Uttar Pradesh	IND
Karaj	Karaj	Iran	Alborz	IRN
Wenzhou	Wenzhou	China	Zhejiang	CHN
Indianapolis	Indianapolis	United States	Indiana	USA
León de los Aldama	Leon de los Aldama	Mexico	Guanajuato	MEX
Puebla	Puebla	Mexico	Puebla	MEX
Kalyān	Kalyan	India	Mahārāshtra	IND
Madurai	Madurai	India	Tamil Nādu	IND
Mbuji-Mayi	Mbuji-Mayi	Congo (Kinshasa)	Kasaï Oriental	COD
Hebi	Hebi	China	Henan	CHN
Shīrāz	Shiraz	Iran	Fārs	IRN
Jamshedpur	Jamshedpur	India	Jharkhand	IND
Columbus	Columbus	United States	Ohio	USA
Tabrīz	Tabriz	Iran	Āz̄arbāyjān-e Sharqī	IRN
Maracaibo	Maracaibo	Venezuela	Zulia	VEN
Kawasaki	Kawasaki	Japan	Kanagawa	JPN
Aba	Aba	Nigeria	Abia	NGA
Palembang	Palembang	Indonesia	Sumatera Selatan	IDN
Zhangjiajie	Zhangjiajie	China	Hunan	CHN
Kōbe	Kobe	Japan	Hyōgo	JPN
Charlotte	Charlotte	United States	North Carolina	USA
Changshu	Changshu	China	Jiangsu	CHN
Lianjiang	Lianjiang	China	Guangdong	CHN
Ximeicun	Ximeicun	China	Fujian	CHN
Jianguang	Jianguang	China	Jiangxi	CHN
Yucheng	Yucheng	China	Sichuan	CHN
Belém	Belem	Brazil	Pará	BRA
Guiping	Guiping	China	Guangxi	CHN
Leizhou	Leizhou	China	Guangdong	CHN
Gwangju	Gwangju	South Korea	Gwangju	KOR
Munich	Munich	Germany	Bavaria	DEU
Nāsik	Nasik	India	Mahārāshtra	IND
Porto Alegre	Porto Alegre	Brazil	Rio Grande do Sul	BRA
Valencia	Valencia	Venezuela	Carabobo	VEN
Onitsha	Onitsha	Nigeria	Anambra	NGA
Abu Dhabi	Abu Dhabi	United Arab Emirates	Abū Z̧aby	ARE
Virginia Beach	Virginia Beach	United States	Virginia	USA
Daejeon	Daejeon	South Korea	Daejeon	KOR
Zapopan	Zapopan	Mexico	Jalisco	MEX
Yekaterinburg	Yekaterinburg	Russia	Sverdlovskaya Oblast’	RUS
Huazhou	Huazhou	China	Henan	CHN
Kyōto	Kyoto	Japan	Kyōto	JPN
Shuangyashan	Shuangyashan	China	Heilongjiang	CHN
Pizhou	Pizhou	China	Jiangsu	CHN
El Kelaa des Srarhna	El Kelaa des Srarhna	Morocco	Marrakech-Safi	MAR
Kharkiv	Kharkiv	Ukraine	Kharkivs’ka Oblast’	UKR
Yangshe	Yangshe	China	Jiangsu	CHN
Guyuan	Guyuan	China	Ningxia	CHN
Khulna	Khulna	Bangladesh	Khulna	BGD
Muscat	Muscat	Oman	Masqaţ	OMN
Bronx	Bronx	United States	New York	USA
Gaozhou	Gaozhou	China	Guangdong	CHN
Chizhou	Chizhou	China	Anhui	CHN
Farīdābād	Faridabad	India	Haryāna	IND
Ulaanbaatar	Ulaanbaatar	Mongolia	Ulaanbaatar	MNG
Goiânia	Goiania	Brazil	Goiás	BRA
Fuqing	Fuqing	China	Fujian	CHN
Belgrade	Belgrade	Serbia	Beograd	SRB
Pingdu	Pingdu	China	Shandong	CHN
Milan	Milan	Italy	Lombardy	ITA
Aurangābād	Aurangabad	India	Mahārāshtra	IND
Yutan	Yutan	China	Hunan	CHN
Milwaukee	Milwaukee	United States	Wisconsin	USA
Huangshan	Huangshan	China	Anhui	CHN
Auckland	Auckland	New Zealand	Auckland	NZL
Makassar	Makassar	Indonesia	Sulawesi Selatan	IDN
Santiago	Santiago	Dominican Republic	Cibao Norte	DOM
Prague	Prague	Czechia	Praha, Hlavní Město	CZE
Rājkot	Rajkot	India	Gujarāt	IND
Liangshi	Liangshi	China	Hunan	CHN
Córdoba	Cordoba	Argentina	Córdoba	ARG
Guarulhos	Guarulhos	Brazil	São Paulo	BRA
Al Başrah	Al Basrah	Iraq	Al Başrah	IRQ
Saitama	Saitama	Japan	Saitama	JPN
Juárez	Juarez	Mexico	Chihuahua	MEX
Montevideo	Montevideo	Uruguay	Montevideo	URY
Xintai	Xintai	China	Shandong	CHN
Wusong	Wusong	China	Anhui	CHN
Meerut	Meerut	India	Uttar Pradesh	IND
Yushu	Yushu	China	Jilin	CHN
Rongcheng	Rongcheng	China	Yunnan	CHN
Huazhou	Huazhou	China	Guangdong	CHN
Yangquan	Yangquan	China	Shanxi	CHN
Adelaide	Adelaide	Australia	South Australia	AUS
Baishan	Baishan	China	Jilin	CHN
Dayan	Dayan	China	Yunnan	CHN
Haicheng	Haicheng	China	Liaoning	CHN
Jiangyin	Jiangyin	China	Jiangsu	CHN
Huaiyin	Huaiyin	China	Jiangsu	CHN
Wuzhong	Wuzhong	China	Ningxia	CHN
Cacuaco	Cacuaco	Angola	Luanda	AGO
Barranquilla	Barranquilla	Colombia	Atlántico	COL
Sofia	Sofia	Bulgaria	Sofia-Grad	BGR
Soweto	Soweto	South Africa	Gauteng	ZAF
Jabalpur	Jabalpur	India	Madhya Pradesh	IND
Rucheng	Rucheng	China	Jiangsu	CHN
Nizhniy Novgorod	Nizhniy Novgorod	Russia	Nizhegorodskaya Oblast’	RUS
